Address,Minted,Cost Per Slothty,Total Cost,IDs
0xEe58787c9f02fC4B424A84F3F20498D123Fe9Cc3,2,249,498,"[3667, 4692]"
0xD0ba84849D551794041836e95283a2556E5343f1,2,249,498,"[3373, 8634]"
0xd4b791a6a04713d25968a777C1190ef5897ae350,2,249,498,"[6023, 1282]"
0x6AE8b30733De59b1eF6e940876a09Bf3902D0c16,2,249,498,"[2355, 7680]"
0x0800833a3706db6fBbD846d5d1b9370a79Af8097,2,249,498,"[749, 353]"
0xA7C102523c86535fD989AB82a5d2E04163DB0178,2,249,498,"[2471, 5324]"
0x2B5e6f9D8c4F5409D6a2513b1C1DAB8F0637F6e4,2,249,498,"[435, 474]"
0x0a95CB0CbD0C1d01Eae8eeaee5CbCc26CC8fDcb5,2,249,498,"[4081, 3091]"
0xECd4e80824eD039e82bbCAb0CDa7781a6075ADAB,2,249,498,"[8316, 3751]"
0x2365c4aDcE759A9399568FE9402668c3DE5cb22d,2,249,498,"[6856, 6108]"
0xcBA808A6830B36b06109f2d4E27838C847EEf71f,2,249,498,"[3577, 5861]"
0xa1A0c9B5f52fcFC3F6887E31F9f1bF4E1118Af0b,2,249,498,"[1580, 4479]"
0xeF2B2911c72a30DB049cb233712Dc3ba6FD14aE0,2,249,498,"[7107, 5796]"
0xeD8F960D1B0E664CBd2CbEB0e2648ABFdB90cE29,2,249,498,"[3946, 6971]"
0x80077707883d0e7C5AEE57B4956ACbaE4cba807A,2,249,498,"[1394, 7478]"
0x05704caa4E9411592bDAb0a70EEbf3E7Fe9DD037,2,249,498,"[7718, 4987]"
0xB09C3Eaf4d6946788Ab674c69516f85e6C2CA0E8,2,249,498,"[3596, 6342]"
0x71a1E4135887f9b5Af1C04dFee4c8215bADA2a4a,2,249,498,"[5021, 8629]"
0xd245E1f427f333c4d8AF8132df6d15C01F50d3F1,2,249,498,"[1656, 1403]"
0x36E7B903cc18F0513963E145df49A2E7Ac278D53,2,249,498,"[779, 969]"
0xDE0872B25Ec554FC3610E9Ef51F33ca8732cD001,2,249,498,"[5736, 6523]"
0xfb51c93ea2b0CFb84f2986C4DcB3Fb1d89883498,2,249,498,"[4164, 2512]"
0x4324Cb6033DC536FF3D5e80be84E59940eBfEBbb,2,249,498,"[3582, 5397]"
0xd125eDA1eB2fa6f3AC0F6f27682EfacFc4008219,2,249,498,"[417, 7172]"
0xC19ba2fFD3fBe3Ac7c227499f557Fe4FaE191D97,2,249,498,"[5374, 1020]"
0x95c9108D90458da2853f8863b6D83Aa1270E1CB4,2,249,498,"[7887, 7894]"
0xB6b614ba8f1dA6B4b56f98BC6CcD5378B37aEDE4,2,249,498,"[6961, 5439]"
0xb5101504C2ea425703ad227fEac4EB86070400fd,2,249,498,"[3548, 7233]"
0x989F843d8dcDE438FFB7e51EF1b5263407a3AF33,2,249,498,"[2332, 3289]"
0xa4045Fa717e2BB1546637A2A46Fff6960F67E578,2,249,498,"[804, 1227]"
0x08Db40e6A6F4230376E03E8AF8bEBEedfCE7E72d,2,249,498,"[7267, 6618]"
0x3b682Dea5eAFf348843Fe9ca4d08cDBFd690c738,2,249,498,"[381, 5237]"
0xc887D3AFC9fc9CF7d8d16Da7ec80E0eb879511D5,2,249,498,"[6770, 8868]"
0x8ddFc865B090E43b250c7Aa4bEE7b273966fe5c2,2,249,498,"[1475, 8627]"
0x0d6541da4564dC6D70b8d47e83F7C4df04e9D2a8,2,249,498,"[5728, 3127]"
0x5629b1272D9c8a0e57efD8D737497f4415Ede9d4,2,249,498,"[7009, 7635]"
0x6D5d0dfDB114B5c5a30a089Cb853B49b1EE8e6F0,2,249,498,"[2851, 5611]"
0x882397DfBAceC3E39710691Fdf3d1e295A49da61,2,249,498,"[5601, 932]"
0x4f965d882Fba40B5f211dab3F8445242b85dcB50,2,249,498,"[3701, 7669]"
0x0cD398d9A57ec078AE99FF8F344bb91ef44F712C,2,249,498,"[5283, 7038]"
0x6d7996b386793EdfBBeA671aCeDA47A927cc3471,2,249,498,"[7205, 7604]"
0x61c4B8C35582DA4A2D6e2D0Bc9C25dD42766b422,2,249,498,"[8794, 8334]"
0xAc861624fe38AB8C8bE7284835C0ED3752cCdbb9,2,249,498,"[5248, 753]"
0xE92ae06cdca3624572E088dB3d2cf9B16a46ea7F,2,249,498,"[4439, 3909]"
0x41116cFb9378d0Aa1f1e8Dd6619B691c0BA8710E,2,249,498,"[1160, 6024]"
0x2d041ce95347453e2b11D4E2473b966e2Dcb8D60,2,249,498,"[3074, 148]"
0x2169263E3d148e6DF8cd05837605b125ff8D0710,2,249,498,"[1927, 4951]"
0x8Cc5c4e70404181e88F92499973320Cb539229d7,2,249,498,"[4419, 8275]"
0x24B48734B33D9c413792f8930CbD2B7cF7F4619b,2,249,498,"[4433, 1698]"
0x306910c82c740EFd1607252eB8A041e80478f0F6,2,249,498,"[4767, 1873]"
0x2134F1d514124933564aAE37CbD4CDFbA7d4400D,2,249,498,"[728, 6576]"
0xB929eF39aF0C4e0cD7c5c8fBAaD613aAc9867167,2,249,498,"[7592, 6455]"
0xb5Ec68F67f39335886C7995Bd3f9ca7F1958F505,2,249,498,"[8319, 8623]"
0xb9a5E6E08eCbB0DdDD198F17d83657979f553949,2,249,498,"[7628, 7209]"
0x5dDD901c860C6665aAc15B5A782DE63298dCa190,2,249,498,"[8139, 3315]"
0xE77cAfC3F81dd24C96386f04e6Ff2A5a75Ae4112,2,249,498,"[8214, 5941]"
0xDBa16dc2373A40dB4d9A228C0083FC01ca5FEdB5,2,249,498,"[7443, 8163]"
0x12DB84E5e78dca0f44B2BFABCfC0031E6ea3675f,2,249,498,"[4203, 6037]"
0x6d7EC627DC8167ccb4Fcc410E01A2C6C1B9d29F8,2,249,498,"[1256, 6835]"
0x3b8F21F3444c52dCCeAE176B7c45CABEBF64dA6c,2,249,498,"[297, 7419]"
0x1dfF108d926C0a4bBFE6D7004060d41c68f31b85,2,249,498,"[8360, 466]"
0x994C7dFf6dA41110c2f037AB0dFd806D8EBb056C,2,249,498,"[5083, 8744]"
0x6a6d058d91ddc2117b1244E63b43F82a87206e74,2,249,498,"[1940, 6582]"
0x0f80c9e371155B8A395Fb4688C9d02D9564dBf0c,2,249,498,"[4975, 941]"
0xDF2d4c07841f0F7ee839886C601Fa12E78a78D17,2,249,498,"[8436, 1648]"
0x5FcD785DcE2055410F828B7fA109Db5223e80212,2,249,498,"[6755, 5094]"
0xe7833204aBd7E9cdDe4FE1b6bC5ca71FBdFA8b22,2,249,498,"[1827, 3070]"
0x4402F4D7cdFf85Ee9DaCA2CbbE3E98a155121c02,2,249,498,"[4459, 4025]"
0x6b730ea5e6B3DDE2f826b9eB7438bc9c571c52b4,1,299,299,[191]
0x37DCE7D83110F8D53432Ab1fdFA76569Dc805fd1,1,299,299,[2676]
0xAde3Dc5226FF7e18242e973a59d76715a5Ac16c8,1,299,299,[4185]
0xf96A8cA27Fc5b2032781B8D944e048058E552B89,1,299,299,[4355]
0xA4cE97D59e2Ec07E6B1b352446c136CD72a42732,1,299,299,[7601]
0xA4E445a9167EFAAD8E6640Fb396999A4aE5EA0c8,1,299,299,[1838]
0xD9B7296Ad3F297F1F81cec7f1110347a03545014,1,299,299,[1825]
0xbE35db88681d86ABC106a1B461f33fF01c30C619,1,299,299,[1418]
0xDdD1143083f898Ca1072481Fb3777Ec861Ba9D4f,1,299,299,[650]
0x00780451956b9dabc305F1Cabf992505383CB6b1,1,299,299,[6771]
0xb7cFcf4AF91D99285361e3D2B8894Dc9E7F6e760,1,299,299,[5774]
0xd8656e45Af706BF444885f8460F4B4CF073D8a2f,1,299,299,[202]
0x8a3f783e751a28eD856b215826211006FF5F35B6,1,299,299,[482]
0x3dcE8a97294Eb3802B7a18131963AEd0ED444BB9,1,299,299,[521]
0x2355C4128aebe2870887E0fD6814b1615Fa6C81D,1,299,299,[1285]
0xd3AE4776a02470D3BAFFf037BDF1d80f7D966B22,1,299,299,[2568]
0x94EcB112556988aEA7Ea761b8AB8c94cF35bBB4D,1,299,299,[2825]
0x91d91FE2304d0c7Abf0152146C828f9558A5b615,1,299,299,[3533]
0x961a4e51C510CC42F64a549b9ba870E9c19329bE,1,299,299,[1903]
0x00Ea4A511Af1fE3A8A68052719c6ABa799EBc5Cb,1,299,299,[8660]
0x06b83aA7038d59c7648e05C52F15a8C33Eb898c8,1,299,299,[7231]
0x9903bE410bf874Bd50f3DA4E8C2276b5c0B7BbFd,1,299,299,[6613]
0x2DC6f85E1a4E5715067fF7f2749d7331DaacaD3c,1,299,299,[1972]
0x67a0c713B4424F0F46A59122864fF74b72170694,1,299,299,[1670]
0x5bE0C6B9301241eE1E293Fd9a9bb540Ac1C32796,1,299,299,[5244]
0xF9570af7F53356557C1728b2779122EE5317284D,1,299,299,[2245]
0x84F92DE6557b4811AeE3fC8c110d60d43A37A166,1,299,299,[5898]
0xd4d013B2e1704473fD60f5C38649D5d328a95EeE,1,299,299,[7374]
0x26bABC49A8a63A7d7b33717f18Af43A45d8D89C5,1,299,299,[3803]
0x3A374A5f6064659e13B4C89bfce6EBd38AcB125c,1,299,299,[6266]
0x5ea7b78028A7879F669E3e8afD0f17114f9D6F41,1,299,299,[1223]
0x10337523fE988d6ce28B0Bd65c4Cc6dd34E39c1D,1,299,299,[1141]
0xa041b7f558Fd08728F838183c72B1664Ac0DC719,1,299,299,[2208]
0xAb3Dd54a436ED0395126c011c618FBE7a6874779,1,299,299,[6407]
0xfCB3fF5f51D58368f505159F13b8125d4e407B7A,1,299,299,[4995]
0xCd4E1c24598598133E204e83075e97aB95BF7667,1,299,299,[3635]
0x0f3269F36D12b6D4a5D2000f417D5001A650691C,1,299,299,[1135]
0x203913546a0c09b5BcD0f3205ad4eB62b9D5BeC4,1,299,299,[7221]
0xd03c3a0FCF1881fAC315b8F3a9fA82821D06B7E9,1,299,299,[6778]
0xd4d97F7fE391cD251B247024F0CCA7e3AEa57B89,1,299,299,[2635]
0xCA8Ee2DcACbA56664221D41ec9fB041262784ed8,1,299,299,[2693]
0xd1290992ec12179d990BD69dBC541d4F4f62A45F,1,299,299,[5831]
0x371832f9480Ce01262b11d8d6ceF68d69D3c0aa3,1,299,299,[2930]
0x539b7fFF29Bb065Da2F2eE2F3165d52d06109FE0,1,299,299,[2469]
0x6C12f884501BD892782F921d2aa0400bAe3C92ab,1,299,299,[4687]
0xA87C8573740C62D3A37E98D1622350c81A2f6Cf4,1,299,299,[1109]
0x0C4cD9296286546cc1dB0C80B54952Aa34565788,1,299,299,[8633]
0xddE54848Fa9793d5Bbc5379EB35983B6F68A1BAb,1,299,299,[6306]
0x120C09e9d7Eeb96766f6d18234619f07F59E7AA8,1,299,299,[5578]
0x965e58A1adB324fAc8e3cE168465eA82946EAd0D,1,299,299,[8862]
0xd55fb205Aa43919DF9f8d32f8e4DaF5705C8D5b2,1,299,299,[679]
0xEF441DB6aDEca35676029289370e4588cfeEE650,1,299,299,[3405]
0xc61Dc3D6867Fb8855000853f3f90D3be54dcE637,1,299,299,[4500]
0x42a5bdd2B4EC022B18E0009c08Dd09409ca27a95,1,299,299,[6208]
0x10f51D399c1802CDe7A8ed849F0BDe928bd2922A,1,299,299,[3334]
0xf0da08D1915aDAF1A9Ab9bDa579AB065bA0D8084,1,249,249,[4390]
0x1732f2119bA40341CD9299062eF51454af98bFE8,1,249,249,[3680]
0xb4fc86B28B341A681732EC946ca367A2288668d1,1,249,249,[4076]
0x79aa49454C86172eD93bb0A5CFEf9C7b16F1Fc0A,1,249,249,[8004]
0x162A3eCe8c59200229163C95E844610fA75C531b,1,249,249,[5095]
0xaDfF68138643089383e912565D75069CF4fa9520,1,249,249,[3559]
0x17d3824cd49b19325B77D63312897a67136D58Ec,1,249,249,[6929]
0x3b37481bC3518f24cD48978f150e71e78bE45FFA,1,249,249,[3464]
0x7f269C7B3f4D68553Ed91DB15136d752F4380795,1,249,249,[7222]
0xC21b6cB04aA1997c8754f1d551905B90dA532dfa,1,249,249,[3037]
0x7cFAa81e07118A6A1BE41B13694007E1e2868CA2,1,249,249,[501]
0x5d148D17b64a75BE11f8424D95dbE41339c6c748,1,249,249,[7833]
0x242873eCc8f23dEF5216a2F16abd0ad7094e4D4A,1,249,249,[8573]
0x229D39ecFAde62D49a5535E8E7157A805F4e75c3,1,249,249,[1987]
0xCE4CE16b2bf71128E68c75c27ae142c369D71429,1,249,249,[6789]
0x246AC001ec2f8c5a703AfC8A532A50370D42757A,1,249,249,[996]
0x403D104D7cc2E0FB900a9878A951EFAA5f76dcf1,1,249,249,[1797]
0xe13A370fECe549f8a38ba243815873241Ba6f02e,1,249,249,[3056]
0x9C4fB4c2fCAEE8BBcC2223BA90586Ab3Ab06b9Ea,1,249,249,[6213]
0xde0769179eB485e330435bc03977B82a2a9634b8,1,249,249,[8453]
0xbda12563a964a731B306B1BfD947F6b30271Fe11,1,249,249,[2185]
0x2116C25d8F2D2a31458302c0fFB8CFEbfa9a64b2,1,249,249,[8034]
0x9241D910c74979C44e54C16E13373333201F02bA,1,249,249,[228]
0x3B1cee37899Fd9254095965F54424b5F64eE394A,1,249,249,[7131]
0x8FB2a4173f7D6250BB9891428D3072D1c59Cda6F,1,249,249,[2811]
0x836E932D784D92A0f664007a725391D40312aAF4,1,249,249,[7884]
0xC414d109F1e8D01228AC7C14d739133B27bF8A6e,1,249,249,[2034]
0x36f6b210d830178DBf96946e3142A8976D02596C,1,249,249,[8876]
0x24F390FfF7f6D83C93685DaA991692357bc11DB5,1,249,249,[2524]
0x64dF0A7F0af67d901A7EAa9e5bd08095A6E2c538,1,249,249,[4187]
0x619D6Bfb23636510Cf474a7944da1a57AdC50ED1,1,249,249,[6806]
0xEC43Ea14eBE839963CbD87c366C7566EFE5360bE,1,249,249,[6391]
0x841B9efba644262367e029185C7ccf4dD23B5D40,1,249,249,[7324]
0xC4783aF19FEF5423DA3E8CE88298fB159Ae3122e,1,249,249,[5864]
0xbcB90cD2eE737510C4D3D6fD67C693DAb2cd2344,1,249,249,[7377]
0x048c4a9AcBB1FE899773dFdd471F002B635bF87C,1,249,249,[982]
0xB950fe2AeE9E72647Fff9962b901265D8572d3D8,1,249,249,[8377]
0x4843CA916C45ea85CA0D2ADaCD6b4eDf5d5ECE6E,1,249,249,[3863]
0x4d068336C0E2D472b2179EC157Acfd0677e79cE9,1,249,249,[3010]
0xE06cc5e3117398255ebaE71c9cC694500da3f30e,1,249,249,[1583]
0x927ECd3E8995b545dcA211DDF4676101e6Bc87A1,1,249,249,[6078]
0x523c2a4E38945FC0c2580A2260Ba9fC163CF5020,1,249,249,[4693]
0xFF69f8aCf0D7a04529627FC09C22d54d5c323176,1,249,249,[5361]
0x04171a5b0a992134523290409f486364e60ddB43,1,249,249,[4575]
0x755cE527199A786Ddd1089DAF2Fbc4Bed09422AF,1,249,249,[8642]
0xBf9AaDdF41aD117C2a0422f1D9Bb556501f59407,1,249,249,[3138]
0x3F216cCC5B8e6C7Ef29E0a1a75f22B902445482C,1,249,249,[811]
0xeE506eC4b9636DD94E1F4A3952Aa7191EFFEd361,1,249,249,[2763]
0x1897A248306d8F90Ef9a592dFcD9F1D13B51d0f7,1,249,249,[6033]
0x9010b60aEd201B5911f658C5736a4d4Aca5F000C,1,249,249,[376]
0xc36102A16403fc95fe08fE1509AaD699767489E4,1,249,249,[5070]
0x34e7270AD9c592451B2bfA29136aDcC2070Bf21E,1,249,249,[6800]
0x53d696550F44e57040dC20b08F2B972409134Bc4,1,249,249,[6482]
0x1Ad54805B55F22A88060B733569cd97608fB988d,1,249,249,[6741]
0x279E0Bec7581337F5F74AB76b89F80d691BF1D4D,1,249,249,[6106]
0x07006522211a5521814762e9ed568fdCcd5ff340,1,249,249,[5337]
0x4d96893567ECc39F0D634fE8760EC0b9F73373Cc,1,249,249,[8713]
0x6bE5E7da4aD8523f9C622544A938F344a1f62Cf5,1,249,249,[280]
0x005d438460fC603308aA9479075ca4156A6105c8,1,249,249,[4979]
0xEF2D72B2F44de585Fc35D1381E68bd7E76629Ad5,1,249,249,[6333]
0x028197C90e18c111c3F26360ca83Ac6577a077d7,1,249,249,[2605]
0x099870c50A8fAa98a6516cf13D0fe577E243d6Bf,1,249,249,[327]
0xf34254A126344bb15112b6110D28a9Ed80BFcAFa,1,249,249,[1381]
0xdA9ceBf0b8350A9dCC4c80e7e4Bbe587FC5Ee54F,1,249,249,[1305]
0x600088de80a9eC2A0168E21cBDa2A5bCE6DA5c78,1,249,249,[8595]
0xd5Ce9C4fa41477694dA6630b3966A78A88961628,1,249,249,[1294]
0x87Cf748198D910cbEacFDE4F43b49F53590dB19E,1,249,249,[8230]
0x70DDC66b2a93df33195e2d7205A7EAfE3FB3bCa7,1,249,249,[4219]
0x89C533f9F8dD42214FCFfb6ffB27557A55ABD8e8,1,249,249,[8847]
0x362CDE617D1611E72c8a93f780B449d9F901F70f,1,249,249,[6423]
0x36b2AF8E482Ae79B52609a60dd68099ad2B02CB9,1,249,249,[8226]
0x634A5dc4CDa63eA8D0699D9387CDcfffC6408b84,1,249,249,[1040]
0x492E259cb504E91BEDDaCCA99A96ED4EF46690b1,1,249,249,[8661]
0x153D2E118272Ecb2B62DbEE1857E4AA85421Cb6f,1,249,249,[4078]
0x692833c50C1EC32Eb2A2B8114917a6aa9E9DF206,1,249,249,[3539]
0xCa83339ef338Fd7FeF973Ea93241A2494F5Ad1e4,1,249,249,[7288]
0x4a03B5f79af795458170198a1FA4454B8Ca03622,2,249,498,"[8237, 7364]"
0x302c3Eea7b47A63aB1D2339b0fd1e66f80F087fC,1,249,249,[1996]
0xDBd1cFBA1a2ba960206c67C724283EA25c7c7615,1,249,249,[2621]
0x605e644194E17AaDFF4c60f1502c4dc555ddBDB9,1,249,249,[935]
0x06600d12388eec68f0fe82Af1fCf75040F43386e,1,249,249,[2275]
0x826B064FaeAF62fdEB02e71e2971340348B76350,1,249,249,[2136]
0xDFAAD7B7dF02C1dC5EEaF36f46dBA6E8ef56B70b,1,249,249,[5156]
0x383643f7F2C87ad8382D0C5c1082463BB36185e2,1,249,249,[6437]
0x738A98b422671e2520212767f5aA8eD49467F6bd,1,249,249,[4684]
0x70a167979FB49F6Bf4B8280cdE0a26cD8f218d4C,1,249,249,[3139]
0xc6DD12F7c687691cFCC91542d5c46E1E028B94bb,1,249,249,[7552]
0x010EE5c07bC00AAC0A17b8BDd05c21d100a0DF1B,1,249,249,[1885]
0x4246222AF9809bFCA719874175d4003b21BBc6e4,1,249,249,[3835]
0x760425aaF8592570e5bcAACC21BB74d38F8AC275,1,249,249,[293]
0x3d05f260fd6a808546175D613F449dAa9520458c,1,249,249,[1950]
0x4559aA5E6A9Ac32fbA29F88A37F96b00290f2398,1,249,249,[8100]
0x87896c8Cb099C9Ef2b5a14e688D4450f941a60c6,1,249,249,[827]
0xB7d53C050B3b03B316ac5226fD170aFA774DcCE7,1,249,249,[3152]
0x1D7A11232CA73563c6DCE5b01c98367D880b9734,1,249,249,[1572]
0x0A33efAeEFEC25877e9051780ccb67876f7844F2,1,249,249,[7991]
0xaE2450883648e115804a9953fE900CFf746A7A17,1,249,249,[3215]
0x4c992822411A8d9Fcb3b3ba3C1bEE3ac897F5C4D,1,249,249,[8066]
0xc13c65AFb2487F87B990A6a991Dd52B2645Dbce7,1,249,249,[1017]
0xf20A935d7de6feE0A87D4e9a95B2db2BD49788B8,1,249,249,[7449]
0x090216b32430037944BBCCfF89b9B2d8b9E75A38,1,249,249,[4846]
0x337326313e42Fdab9860f87dA6403ec73a08bA5f,1,249,249,[2117]
0x62819872436f2190E3652E2739F84EFFD0128114,1,249,249,[3330]
0x058fc8bA3aC6580B391c4278e8FcEc067491F102,1,249,249,[7529]
0x3d27c65095510B6eeE985f329712ec77f5D4EefC,1,249,249,[7955]
0x21dbba8d909568AC8F811E8eeEB15249110Df53e,1,249,249,[1139]
0xEa58C79C0034204887eAAf181c493ABbe5aC6901,1,249,249,[3224]
0xf6A24aA67736AAaB47F2998a9ABf5176267505b1,1,249,249,[6155]
0x79d0Ad6F8298146e6674b0DB96470D9998A650FE,1,249,249,[2842]
0x8B6B2274E9C48Ec9e8a7e8CDD7211f4E6B38f741,1,249,249,[4074]
0x74b678271d77F9F8471e436028e3a9240bB56a5e,1,249,249,[5108]
0x02209006223b8390732593EFf51B5c253693e04C,1,249,249,[5928]
0x1c886b58A42a431234065aaF7aeDACD0d432A3F6,1,249,249,[8474]
0x9e1f229a8DcB266CE269dd9aC77A691Abe226C94,1,249,249,[8114]
0x0f139fc7575D6FCb540Fc2469c78D20E7b4896C7,1,249,249,[289]
0x7463a216164968cac01cF0942563F5c8b25003C3,1,249,249,[2935]
0xeb765d3cB7BE28dC81f2C46c4fe3c5be239cA857,1,249,249,[7167]
0xDCA265D36aE7F45DAe4b8604e1b4C209E4253b69,1,249,249,[2364]
0x3722CB2dC7a1D6A778a3f476e162c30f00D6AeDf,1,249,249,[1308]
0xCF066B771E77391e5Cf9Cc6fE69cEAceD15d863D,1,249,249,[3605]
0xEA1B49aC4a80cE9f2D15e3881A18FFb4bC7556B1,1,249,249,[5141]
0x07227EA8bF2B88e8bDB2E4B217B7803c719c56a7,1,249,249,[6426]
0x83434e7b52bAF63ab707B7540c394C69B5A05B1D,1,249,249,[8071]
0xa58E0ec046b55c4003B67A55FC45097318911E69,1,249,249,[5134]
0xc506EF4519E2c82027E1CCb470766A59Dcc8358f,1,249,249,[6322]
0x967D9A5c15bcFc54f10F772Abe10489474fb35B9,1,249,249,[5074]
0xccaAdD7F1dc4CAF468bFfFB0736B3AEa0F3C21dD,1,249,249,[4068]
0x89bB5F832C7D4fFb270bdE674682bcB11756A9BE,1,249,249,[1852]
0x7CEe7D232DCAE23fd673ea798078fde6c5a11c3A,1,249,249,[3697]
0xf52BB56bD4F213554C6672D065cF6B03Ae016E99,1,249,249,[8376]
0xFbC2366D12b9eFc14faF25f6f31dcEB326504E1C,1,249,249,[881]
0xd8545be4aAEbD14A08383fa52731E0b37a80F028,1,249,249,[7247]
0x3767D75D452b4d7A147C9CFB4fdB34debE17cb0c,1,249,249,[4840]
0xDaf88303d36aeA44A40D1896267f3C0A37C541cb,1,249,249,[3997]
0xB2b3BFC87388b1A5252C1C3DeFd6eAf63611f24F,1,249,249,[230]
0xc75E3B670294446A09df6FC0B6F9790c5D610E60,1,249,249,[8347]
0xDe721f766E3c0f4d62799DcB7f35E8Da78549523,1,249,249,[1439]
0x7bEC1aA0c838FDf2549D5E1f78649FfBf497aA69,1,249,249,[8041]
0x15eF5D18F0362bC1a1fFC86fFC102e7AbE5e256e,1,249,249,[2525]
0x193fdA207839545b2C11d92D0960924Cc091B161,1,249,249,[8387]
0xb2a477Ec045104A655a40e2874dd68B550a07bD3,1,249,249,[6930]
0x2668cFeE75c23173262150935297408461F66484,1,249,249,[1866]
0x01772E50f13f21E6A278e692423C4D514837F9dE,1,249,249,[1845]
0xAC1da751Df4af5dA231a4C1a8629965D94C162CF,1,249,249,[2514]
0xC4c060682b259b00cb0B11A23d03eC0813AAc655,1,249,249,[4870]
0xDE7317Aa4E970D4D9EFE8666E35650a172d98b5D,1,249,249,[8070]
0x936B6A794270aF2F647fFb26db7AACDE70ef539f,1,249,249,[943]
0x75A31B45A046899e18e885Ed1bb783bf8c693F7c,1,249,249,[5426]
0x277B2fF9909EAdeE4B7D5f6b8328DdD041E52eD9,1,249,249,[1427]
0x0Ef0c2cEc1f624Da66C3738D1bb603726fC70437,1,249,249,[3705]
0x5c8eB3363dF6596e4048C1c1b3283A79df1B345D,1,249,249,[2013]
0xEb33c6f68B123e63fE7B304bbBd0199EA1916C91,1,249,249,[3287]
0xF88EF40326Dd3171327bbb7BabbF7B2F5E73ba67,1,249,249,[2236]
0xf87d3A3C717346805aCA4BFc2452BDfde8A7c8B7,1,249,249,[7332]
0x834D19C0565f0a25dD479907d696C197930427e5,1,249,249,[1255]
0x1ABB512B126AC23F385597724d3D55782995B6C3,1,249,249,[8632]
0x7F22F766a19f66A5cb127EB6045494f3670Cd6ad,1,249,249,[8082]
0x4454FA2316B618b8EA8C5AFE7724fdBf20c8Ed9e,1,249,249,[2789]
0x316EEeDBA5484Fc53F11020883d45829F0971678,1,249,249,[5269]
0x49f8622F0774efD52da18CBDfEfd145B1f1AB98F,1,249,249,[6532]
0xD9A45278C5CCBa59F83d92c996E01F77D766CF52,1,249,249,[5023]
0xf036910626871097f403eEBb8F47F18741c51a2a,1,249,249,[184]
0x8eB00242CD534f342B1BD8b911dd44881b91bD48,1,249,249,[5812]
0xddFae6AA9e4527c2518A1030757111dF0D3345fA,1,249,249,[7023]
0x920124828aA1C1f6780ab113de1108Bbda6f4733,1,249,249,[6818]
0xA79f3C8F9C6e3Ff97F1c50Aa276372090caBbb44,1,249,249,[3634]
0x80DFC8D4e6056364D67f59A335bF6994e602Eb11,1,249,249,[3449]
0xF899F0e08e54dB2Cc51df45F1e70DbaaE2bB32DE,1,249,249,[5169]
0xc676bAb412c7B4E5107216055EDAB8ece2Af1Fa6,1,249,249,[3407]
0xA86D86f09775321CF6B81cA0E6d607ad7571c395,1,249,249,[2920]
0x81A973200B73800B0a8f10C5bd28838aC41b9593,1,249,249,[4124]
0xae1De76928CC118BeaB0720A66Bb15e38350629d,1,249,249,[1177]
0xD13c141b56365d98f6BD2e00DC0f657365f2E6e8,1,249,249,[6550]
0x78Bde9A5F1F06547A837134BE99D740f30B1e2a8,1,249,249,[6780]
0x313A4eCCBBAd1c062cAC0F94B32fD80aA7e76471,1,249,249,[5254]
0x657190bfC694f816B6cdd9EaB3275f470E26542C,1,249,249,[3862]
0x0dD35Ff4f88Ff8878488aC943Fc783EA1468AA98,1,249,249,[2776]
0xaA3C5749628610fF410EF9133a4ac4f58e9A52eA,1,249,249,[1279]
0xC6D1bD5003DE5Fb4D725530f4B455CAd0DF24980,1,249,249,[1514]
0xc778e065350217565c047035329701fa552FC74D,1,249,249,[6717]
0x0EB7D71fd878b5545eA17A6f36FC8bcBBB7975Ce,1,249,249,[1525]
0x2667cF6172b0F08B64a5F28e96B1771A43b3B956,1,249,249,[7489]
0x3Ed94DF49728CFb4cbf80fF6616DEF81b1379f7F,1,249,249,[2486]
0x1107602d51193953cFe4cb8a4B01d846e7E426ab,1,249,249,[3678]
0x23a2Bc0395a37C7577fe2847CF4F9Ac8D6C7392C,1,249,249,[6197]
0x351f2bA1147F135e334b1F758bBFeC60A55Da885,1,249,249,[2008]
0x07ec0e7e2F22197163E641f5d4d05D9F0c885BDf,1,249,249,[2506]
0xfb954737c1538f64A993EFFA0995BE6D69246a82,1,249,249,[2168]
0x523476B77EA35e170d94309018D6308f97c3104E,1,249,249,[6314]
0x32a411D6045119f3b92Ba32805Baeb120c0c4D5a,1,249,249,[6760]
0x72B1B48d1c5E106466944063dCf095D33228EE6b,1,249,249,[6065]
0xCEe3b632E787C119DD243C7Be4501d89335fCfAF,1,249,249,[5257]
0x68BAbB34c13F5901e81ECEb3653f5CD02BcCf702,1,249,249,[6759]
0x18F3Bd138B6A272180a5c173fFE25288DE9Fc366,1,249,249,[7507]
0x94dDcc4bb513694cE12F357795FbF29a929dea03,1,249,249,[4700]
0x33bbe96d49C47889dA9471eCE40D16dd3ba91fe9,1,249,249,[7350]
0x6384Be83C3168b5321A4941feC05cB40e2Ca429e,1,249,249,[6047]
0xCe377D0F29C188F701C8De32CE9206F4B5780Bb1,1,249,249,[4925]
0xa2997A65407A8031AB5d1FB1e45c173d48CeD719,1,249,249,[8571]
0xD02CBf98ec463A15D897bE9F3da6B69F03e014EC,1,249,249,[6335]
0xe67FCB66Ee67D2F903EAa46E1d2E3530AB8CAae2,1,249,249,[3534]
0xAB2C592f75cdFbBB5F979e806321Ad091d263a75,1,249,249,[6932]
