Address,Minted,Cost Per Slothty,Total Cost,IDs
0x47dBFCFD165441fdc45D7E3f83c206Afe53a5277,4,249,996,"[840, 531, 7109, 990]"
0x00779809C0089d269C719F5953F7528E4dcE1Bdc,4,249,996,"[238, 7467, 4252, 7599]"
0x3D7382733EA9d8796F41cC63d977fa844a434d0A,4,249,996,"[3796, 2396, 2600, 1917]"
0xE33cCf2E727c1Dd2c8fDA36E357c3617c1E7448F,4,249,996,"[3128, 5620, 517, 3612]"
0x9120Ee32A2D013D69a70E50814b2819bB037A67E,4,249,996,"[8840, 1765, 2360, 5120]"
0x41D1335D20e1C890391b29c9134bF4aC6733a029,4,249,996,"[1611, 8370, 5697, 2916]"
0x056ed1c609cB7A1034A0c6e9e4Ff6461dD43A1B4,4,249,996,"[2425, 2879, 5608, 385]"
0xb1b4AAea6a638d2ceE13D07979D4730C3A0637A6,4,249,996,"[6149, 2904, 7273, 772]"
0xDb0e36D1bFBedE21f1a3423898D4C43cBf9802Bf,4,249,996,"[6349, 3009, 7508, 7027]"
0xD0FbB89151916CBdCB3e75a79B599b36aAfB63Cc,4,249,996,"[8484, 5219, 2055, 4137]"
0x4c12170bf8e986e43D04ADd0184489959faa695f,4,249,996,"[4980, 6869, 5514, 1609]"
0x7F5B7b2eBCE8231714749c6f69be3B9eC005760B,4,249,996,"[2583, 2231, 302, 1761]"
0x6A8802a57274C236d418FbC28c096A1896A83EF8,4,249,996,"[3720, 3632, 5363, 4353]"
0xe747E8D29E3339249635d5E9cA852B2047982ff5,4,249,996,"[5751, 6571, 4120, 3915]"
0xA9879e1A39288e77332c4Cc11DaD8fd7D77a0EcC,4,249,996,"[2727, 8829, 7182, 5136]"
0x1EB52aa440CeE77C62f12037191D510bf0bbe534,4,249,996,"[4420, 3527, 8253, 1299]"
0x9dD43969fe08CF5E4558daE6BAeD08A28eeF8A9c,4,249,996,"[1956, 7312, 3769, 1174]"
0xCd200478C63D34970F036e496E833c7969c676A2,4,249,996,"[7809, 5773, 1150, 3430]"
0x778d173dF9554c586A405949f25CB5BE97a216F4,4,249,996,"[5557, 4485, 6831, 1405]"
0x9316aE6261D4fA383fdb3B012dEbae5FC35F9042,4,249,996,"[2368, 740, 5543, 8398]"
0x49c81aDe4A79EF391eD7c75376Ae13d9c1192484,4,249,996,"[1795, 1105, 260, 4985]"
0x986B9015609006444f372f84C5c54c0edDbbe0cF,4,249,996,"[3927, 1312, 5105, 959]"
0xC7C9957E7Fd79FF0846F2A1c7871d5a98CfAa94D,4,249,996,"[1112, 8074, 4708, 6781]"
0x3cf88112AFe09e01Ab6aBBEc2d50e024110e958A,4,249,996,"[7357, 8788, 4183, 8813]"
0x23ABd34AC3c08b261196c5061d04a613d18dD2dB,4,249,996,"[4565, 6666, 8556, 7918]"
0x0549E778e9552E779460bC616eb40C4C6841793f,4,249,996,"[8067, 5784, 2493, 7208]"
0xB56529e204355368502fC79633Ea785710B5240F,4,249,996,"[2215, 624, 1856, 6040]"
0xE9dF456F5319D9114872A625D2dF8604bD6DEF10,4,249,996,"[8636, 6319, 4854, 4206]"
0x83BFcD1CA378aA69A46b3d001905cCdafFA89dF4,4,249,996,"[2544, 3763, 6706, 3297]"
0x92CE9f650e9111B8464309A026FE68FcacB4EbC4,4,249,996,"[6687, 3095, 1402, 4507]"
0xCF675A58ee5E5b94e2A2648A6B22627b91009fDC,4,249,996,"[6620, 3049, 1037, 5811]"
0xc7b495Bf6C4DCa91eFbC8A70b2BF6a23844Dad17,4,249,996,"[817, 2387, 5312, 2972]"
0x9a9c18E0DeAe5aE3b4928F8f0efEFfd490C6De85,4,249,996,"[5228, 4145, 7598, 6418]"
0xf468bf71011e692D68622551fFdfD5063840a841,4,249,996,"[2474, 3640, 6316, 7352]"
0x45632e842671c0c8A4769DC7c110aD97D9538AA1,4,249,996,"[2120, 2903, 7251, 2810]"
0x88B9Ef6aaeCF77cF6F09b872a60387F931106d9d,4,249,996,"[1171, 1943, 4212, 3193]"
0x6Ca5f52c848C2DaD7e57e138bDfB2bb359Db6038,4,249,996,"[6881, 2753, 4594, 8579]"
0xFea986a5a6eb0D35744b2087d54eD466ed63Ff44,4,249,996,"[5820, 8823, 4850, 944]"
0x2a6606F53C58c377F141c6BA047C48577a3696F0,4,249,996,"[7985, 5753, 1044, 4006]"
0x6081C9FF62025C2D9bC29e91EbEcCFdd1a8Aea1c,3,299,897,"[1969, 1710, 8330]"
0x5E2202f0A10A771806d105C5b5eF7ce396315017,3,299,897,"[794, 8309, 7846]"
0xd57a2B712e644C3EeB6555D2390E9B6b1201FBC3,3,299,897,"[6092, 6605, 8321]"
0x21D23A29493F3e752a7f78324Bc2DBa6716aC07d,3,299,897,"[6807, 3921, 1889]"
0x4a4baaBcAd08F3D82c77d1cCf81532B6ab672D4E,3,299,897,"[621, 1778, 5475]"
0xD44e4B3e92b4EBdA4A3be0330e698Fb3ca54DC46,3,299,897,"[2444, 2453, 5412]"
0xDcf85862F287F1fCc2b37dD19bDDB2350D639D01,3,299,897,"[3375, 1407, 8079]"
0xdD96A672919dE280De5328D494b945C836ad82BD,3,299,897,"[3558, 3317, 2839]"
0xfa1cBDf1A7D26A68B0Ba67d410cB718B0Ab7DfB7,3,299,897,"[6555, 823, 3202]"
0x12a42c367f148c1D2172cd978293FD20CDF45A8c,3,299,897,"[7836, 2408, 4406]"
0xB4c064cCdff2B8962C0259f2baB1360274dDE102,3,299,897,"[1458, 354, 6794]"
0x98a0124F088A444BfE83B867d0E9C8380065Edaa,3,299,897,"[6408, 2007, 5971]"
0xfb15e62ED01A61B616315ee753544897980f614a,3,299,897,"[4179, 8134, 7453]"
0x23368Ae4901B013bE7e3D4d8d2B09EEC3b94aB73,3,299,897,"[6425, 1933, 1332]"
0xEd2C8d6a72e357F54FB3aEB02B257D04500869a3,3,299,897,"[7322, 5777, 768]"
0xA2d270c5541A06B03690Deaf227aBb65808b098C,3,299,897,"[2266, 2230, 2535]"
0xa02A4A79d1ca83cCcdae200BA3d499DA433FD304,3,299,897,"[5729, 2843, 5135]"
0xA2901c3A52eA010C19c5479A1869081bA2154AE7,3,299,897,"[4506, 1881, 5483]"
0xeF8402B90E6f3BAE1Dd177d251Ab08894EdBD127,3,299,897,"[1563, 8686, 8536]"
0x8B61FefbB71EA038E0355922E349c1Ca44f7464D,3,299,897,"[6272, 4088, 4722]"
0x1551068c29B111D0247d40EB9476ca134B74C561,3,299,897,"[1949, 8708, 7207]"
0x2FA3F2E879c75f79fBb8E93e4C4FEC11f0e21Cd9,3,282.33,847,"[2990, 1785, 8442]"
0xa90A1592CC6122AC8eE6aD3369F12DfEBd1Bb1fc,3,282.33,847,"[1598, 8423, 5068]"
0x48B7fb839B67C2c6ee19e8F8cD8E24f53f2b2e3F,3,282.33,847,"[995, 2159, 4061]"
0x426BF5BAF042Faf30903d262298Ad3E36E8B8C32,3,265.67,797,"[2663, 4837, 660]"
0xb1736728d68E6B07D6df8B4F7333c4864c39EC31,3,265.67,797,"[770, 3499, 5464]"
0x4D0DBD092b0c5D343ce7961cd607495eC44Ab11D,3,249,747,"[1831, 1963, 2823]"
0x58F5C3d5f4f96265c83403f4915A820a3dC6003d,3,249,747,"[5734, 4883, 2830]"
0xcA26cEeCD1D301A28e3A40Ae81D14df3e57551Da,3,249,747,"[145, 295, 2981]"
0x1BBc3C2E674C26264C08Bbd8a7911C404d4E3aFB,3,249,747,"[5026, 3268, 1859]"
0x393d979839833793831B17481A6e874F388f71df,3,249,747,"[3730, 2241, 1228]"
0xe7E732803Dc2241F83b5f43460bbAFdcB876Bbc5,3,249,747,"[6364, 2095, 717]"
0x1C58A878A706Ed88317FD0900EF9DECd6e3476F9,3,249,747,"[8198, 8853, 4171]"
0x15E12eA3d301Feb5dC9007a2AD472Cf3B25265Ad,3,249,747,"[6470, 5994, 1994]"
0x22998b62b5C2043D122cf5f6B455CA6EE24CB57B,3,249,747,"[4830, 3500, 5547]"
0xe6667Cd33E1FD1B22A6aEeb69aad4DE2ae05FBda,3,249,747,"[8379, 8191, 4176]"
0x7BfD03c3066E16CDA6f178DF697996B648419846,3,249,747,"[3928, 4141, 7280]"
0xb9968c3c992467d1B5f90f3a583047F0aA82F269,3,249,747,"[2645, 700, 5954]"
0x9B09080f0429e5BceA059407f4eC04EbA1C5807E,3,249,747,"[1008, 3263, 8747]"
0x92da0ea1131E0cc301358beEfAbbAEA1231AaFad,3,249,747,"[5945, 5760, 2812]"
0x753b7333b65C922ec99C2711C8A22eeD88518D40,3,249,747,"[5444, 7744, 5678]"
0xdE479689C6FBAa906777a7524bC8BDC18E86A51C,3,249,747,"[8225, 3666, 8101]"
0xD03F303540D925E94817984C2AF2BfE5644B8EFf,3,249,747,"[6936, 625, 6708]"
0x73FAaF27558ec4BC60B5D996d879092d947dd913,3,249,747,"[6100, 5756, 8224]"
0x44d21A587Ea0Ddb4b14A4ae9558d263bDd46E008,3,249,747,"[2330, 7072, 267]"
0x34D420B465705bd0e82e733e2E0e0C9E9434349c,3,249,747,"[7564, 1281, 3608]"
0x8faf2E7c0530d845DF1C5cC30ea00f2A8648057a,3,249,747,"[7940, 4222, 3553]"
0xF380E7DeF01039A12ACa91F02A8bF7b7824e9936,3,249,747,"[1457, 8764, 1934]"
0xD3c57F5c07f82904a45e761FCB86dD8F9CD10672,3,249,747,"[4522, 5979, 6821]"
0x3b1c43466ADC8490dd98a84f53491c701675ebE2,3,249,747,"[322, 6496, 6151]"
0x69eD0Be8Ee945070180Be70A9d4b6853658376bD,3,249,747,"[5966, 2795, 5638]"
0xBF22252F4c0e147841Ec5110cD037c44d64cd001,3,249,747,"[773, 7389, 4909]"
0x8bECD171559CBc23a72Faf54dFE95B5D58C5Ca27,3,249,747,"[2286, 1287, 6235]"
0x497D75CB1935AF33CFa17Bb354d2Ce3D63AA3796,3,249,747,"[4160, 5633, 3183]"
0x011945D4188C256195EF514A7B1aa2D1E35E6882,3,249,747,"[7772, 2180, 3159]"
0x0126c6d5Aac8EC868317c3CD666c0bad60Ca6dB7,3,249,747,"[1769, 3579, 6699]"
0x445053BB58F4668b510c18f0d6C850E7E2680720,3,249,747,"[6862, 7119, 4629]"
0x17E025525e445638787F6230C4aF6d2D84d137Cb,3,249,747,"[7733, 2211, 669]"
0x758E963038233BE40fa3ef5DC07d36ea6047b873,3,249,747,"[6912, 8279, 8612]"
0x29f6b6023a0FD0FCE47CdfE188F60f3bF61D58a0,3,249,747,"[4445, 7170, 542]"
0x6Bf4D9ec89CA204d2f9C5575E5c4E23ad9dA8b5B,3,249,747,"[8504, 6015, 5832]"
0x32C64355d269e28AE9f6519F0810B80af8e29562,3,249,747,"[3247, 6669, 7590]"
0xF1265a2E1daaAf0F23d5F3290d27Dd383c28136A,3,249,747,"[1096, 4435, 1941]"
0x2676aAA3b955875d86CBF0ca7224C2cEf7c3cC0c,3,249,747,"[1232, 4647, 4601]"
0xC1e4870dfe6BEcf40CB9f68D87Ac272E3A83D686,3,249,747,"[1723, 1659, 1379]"
0x68cddb91CfB2575b31DbB51d2c9817D80dEfF2Aa,3,249,747,"[1178, 6581, 658]"
0xE1EBDbe2F6c20bFf0d5BE11Ff7B72Ca35669edC3,3,249,747,"[8003, 4161, 617]"
0xbe96cb8a2d35ba76e61Da82a8D33cD17cccF58eB,3,249,747,"[7774, 5649, 2849]"
0x909AA3b9A4E2E3B2064fb06CBb3eB2e4bfc857be,3,249,747,"[3924, 3514, 1322]"
0xE99b158C09323Dc3842fe7025866A0Db081cDcb2,3,249,747,"[1094, 578, 6865]"
0x04e5007Bfd1eCc4719cbA598fBC5a13d295AF157,3,249,747,"[6951, 8375, 5366]"
0x6C87703140cF2931A084B6adA8E1219fe50cdc81,3,249,747,"[5764, 142, 3597]"
0xA460e509C7B6CF769E46ff97F42FfAb6fbc0316b,3,249,747,"[5310, 2750, 1629]"
0x53d608033a44189DCB2DF73400AB5542Cef9ba0f,3,249,747,"[7356, 1878, 678]"
0xda28662E37f97F1aa0c8319AfCA772A1823d9A3c,3,249,747,"[6857, 5935, 2775]"
0x4D65F111D713F7A617064B4Cf2Db4c1Bc51F509d,3,249,747,"[7220, 1375, 1101]"
0x5D3F8551Fc924A9004483871a442956690Dc9c0a,3,249,747,"[2563, 4557, 1757]"
0xB5FbD7800A48d519acaeC6717Cc9648E8A502c5c,3,249,747,"[6131, 2745, 5576]"
0x32D3ec4B437AC3C371e2e9071f3ec78d971df49e,3,249,747,"[8282, 416, 2261]"
0x10515907311BEc297aCbC0bAc5f99b378C4b7000,3,249,747,"[5540, 1073, 7201]"
0x0584600b13d1A9cce73AA480baaBDebE5D473EE3,3,249,747,"[7934, 8843, 402]"
0x46cFd5a53B4E65907c736242af3523a12e4220F4,3,249,747,"[8037, 6816, 8201]"
0xcCe5D0301e670a70A700644C8316a8C7115a93BB,3,249,747,"[3732, 3016, 8012]"
0xD0CC007228bA986a99A651CA32CF15f9b8f743FB,3,249,747,"[5490, 5755, 491]"
0x641bC0EB40C4090e8d2a08bD121719481D9De8E8,3,249,747,"[150, 1550, 2926]"
0x7C4e2118E3bcaE8631920fa53e31c86f5ac9c0E1,3,249,747,"[597, 3804, 3881]"
0xA45B3AAb82654A29bCC12c476fdfB1095B24c5F6,3,249,747,"[2523, 1803, 918]"
0x8DaEf607d9f4DBa89E696176F02fa093C5b83DB6,3,249,747,"[4117, 305, 8687]"
0xF91C6c0466bA3d9E8F59E1A42590564E29f39B53,3,249,747,"[4027, 8825, 6701]"
0xa37856be01a182Fe732DCfCC612A45419B4daa34,3,249,747,"[6604, 4486, 8749]"
0xf9D5205F577A504D53bF3F3AFc3c9eC05bCB341B,3,249,747,"[1530, 3395, 382]"
0xd4D8274E26bD0f882d2Ec4309a7195e71C39deeE,3,249,747,"[8851, 8439, 5691]"
0x66fBCdf772143F80Ff55FD51B2172d61A04c972C,3,249,747,"[7782, 2670, 5414]"
0x3861525aA9b505419d3a7c38E4E620E4C709Fb42,3,249,747,"[8542, 1890, 492]"
0x4c927bd774CD6A7575C0F29e9Fbe499270D3EA49,3,249,747,"[5380, 778, 1240]"
0x17Ee5beb7920777E84C0651Bc7685d80AaA1AF2E,3,249,747,"[8523, 820, 3536]"
0x9EFF2641cb6F268e634E7f689D23CbA2EA847B57,3,249,747,"[694, 8746, 6070]"
0x41ef7a9dEB2CFd64ddcf7F7636c6FEEf33eAe0AC,3,249,747,"[2378, 5712, 8062]"
0x3659Eee4a15E303a5279B47745ce340a0f76aad2,3,249,747,"[6326, 1932, 8416]"
0xf5611894F298be51014f4a0Ab1fbEf8a91F9C8b9,3,249,747,"[4198, 1146, 1180]"
0x1045E6642425953dA6A53Af363E0dA2A5F4f1F9D,3,249,747,"[7688, 355, 4972]"
0x3bB99b043781Cbc1e5AcE07B7b6F9A0Ca7725a13,3,249,747,"[5889, 8750, 5937]"
0x4B9BF9EFa34E4Bb0ADee653b7b387Ea791fFA7d3,3,249,747,"[4142, 4877, 5148]"
0x50f15a31f5d1c8d8BA88fAaEcb87E73b55Fc729a,3,249,747,"[6811, 4714, 4548]"
0xf25134c10DD34B1C70a06D5A8f6E3BF792CA93e4,3,249,747,"[6880, 2415, 706]"
0xB2c9AA23FE7B53719Dcef44ABFb8d30E280c68F3,3,249,747,"[2105, 1868, 5501]"
0x6EDF872A04ACCaDa9e261661d3291436D50Bfe3D,3,249,747,"[1158, 5528, 3748]"
0x0177e8e011C740E7200Ee643e3A6769006f5b629,3,249,747,"[1631, 8784, 5091]"
0x6e97812Fc376860089DE66Eb54c7B51948831355,3,249,747,"[1728, 1083, 5758]"
0x4535AE9FB03090B65Bca3e27F4B5de2Fc3F5B11c,3,249,747,"[2793, 7869, 8804]"
0x24A844b7A9a514002D14442cbeC50D383B3518e0,3,249,747,"[3308, 6554, 1909]"
0x2Fa13e2beCC66bF664ad568A49D4EbCb52091191,3,249,747,"[239, 5220, 8600]"
0xEbFE70398f8Bc151d405E39bC5fE9eD51869597f,3,249,747,"[1681, 3566, 8144]"
0xd93F65A4171e83B9d15f5f28ee3ffD5bf5144eBC,3,249,747,"[1622, 7303, 2356]"
0x36351A45eEB9AE0C332fe5378ae179a7B6FbE7b9,3,249,747,"[5267, 1508, 8232]"
0x7e3Ed8E95b7b14dDe93113F0530f591e161F4a65,3,249,747,"[3101, 8537, 6294]"
0x3c20C7e5Cd65489AD43D6dF5551E32E1F7B61cc0,3,249,747,"[6772, 1056, 6440]"
0xB87096e92C31b09B44AB7bAd12D75dbbC4f977DE,3,249,747,"[7722, 5775, 6355]"
0xc636713B7000a46cc33707141052A925BE81674e,3,249,747,"[282, 5295, 8603]"
0x13d33Ae74EB85FB2DA79b84E36dD26A34fB37612,3,249,747,"[1000, 553, 8525]"
0x760b3a028351c789364F7676059A3CF5452f127a,3,249,747,"[4780, 3823, 2109]"
0xBD88C5C5F40eFd5557E4968BeD7ad10cD7F33749,3,249,747,"[1667, 4585, 8169]"
0x80e8f5A6460987812d2273f38aD375380C35915e,3,249,747,"[3842, 5947, 3883]"
0xD75160dC47edf0De8114d7b8c1E744fC93d77803,3,249,747,"[5377, 7874, 7315]"
0xe7A85DF9c54D543cAe0e95e54a72C59e0B3bB2ce,3,249,747,"[4606, 7450, 8073]"
0x337B0FaE90E53d813Fcd530b6Aeb787A86A83E07,3,249,747,"[5844, 3826, 2858]"
0x7708C60cc22F13BC73A4Cb748bC6802D8dCEf9DE,3,249,747,"[8131, 3351, 8324]"
0x2A50aD811386E092e37BaDCC324c0251BfBAFc7F,3,249,747,"[5102, 8027, 4992]"
0x90324cAE2647F24Dc017212dfE9A3d16df612cC2,3,249,747,"[5953, 6503, 3393]"
0x596839EA3fC5bC0Cb8781F9344cd7ba7A15f08a0,3,249,747,"[4049, 3440, 5191]"
0xa257263e2f79b4c5F9641257387193e5E43ebca9,3,249,747,"[5992, 2186, 7359]"
0xFCc6DfF1be2745646D9b6422C24b0efE1d30CB4B,3,249,747,"[5705, 7046, 1070]"
0x6D424cd4EA7F54eb0b21f34844eF820EfA091b09,3,249,747,"[7212, 5293, 7401]"
0x971F312729066c8B72a022E2676452dC09Cb2CED,3,249,747,"[8157, 2632, 7195]"
0xAC15cfc80f5340d578D4eCc7Ac0A8795e149c1Ba,3,249,747,"[908, 1811, 2379]"
0x81714acc7307aa56dcd6950c5600b60B3a95AbAb,3,249,747,"[5622, 5400, 5852]"
0xFCD82753223F686a30c65aB5c3254b6a43D9D602,3,249,747,"[1833, 2815, 3722]"
0x7bfA8956C84F7534B0305299D0C2FB07Dd8D24B7,3,249,747,"[6941, 7885, 8340]"
0x4eC04E70414F80839335261A0AdDca488b3b0aA0,3,249,747,"[7906, 6187, 4239]"
0x10654b636FFD7Df073A11994D4F611D113ECB3f5,3,249,747,"[4608, 4563, 640]"
0x659f1dD1A161087153b939394288F3FBfDe2862E,3,249,747,"[6980, 5223, 7368]"
0x8Cd810258e123B92Ef34be170aA9CEe617DEd2A2,3,249,747,"[5258, 3786, 7255]"
0x85e847ce84c4c59f09290A0350221AD9C5Fdf64A,3,249,747,"[3219, 2925, 2613]"
0x762805f15C065a036d5b8E2dd0182b1a7aF976dc,3,249,747,"[5606, 7638, 2864]"
0xC700F2e575347E991d825E3E584e3c930E8a44Bc,3,249,747,"[1716, 5900, 5098]"
0xE5671164F07Cc4912BFB580f61007E5BE70EDCCd,3,249,747,"[236, 8091, 224]"
0x61dbFeF7b4E13841ac0917403F712aae3Ae31b12,3,249,747,"[5976, 1535, 4103]"
0xf81Eb74e1A15F632b302de103A330b0a877036D0,3,249,747,"[2021, 3792, 8132]"
0x01218162519C09c60B3baff7B02f789E3Bd79CeE,3,249,747,"[928, 135, 6372]"
0x30e3B66cd947c72c3d347630d5deFe89CF155A63,3,249,747,"[5448, 3764, 332]"
0x5c5ddE2edf2a1e0a659b3f3418154676EA8d6B18,3,249,747,"[7943, 3892, 7982]"
0x3DAabf9275fE12f5f7C56EFF465C2c81589943Eb,6,249,1494,"[5706, 4432, 7603, 5834, 5172, 7819]"
0xf9eb2640946254A56dd6097C807bFA03C9B68E48,3,249,747,"[3583, 3972, 8219]"
0x9fF6789a494f6C44cB38C87d1d8997fF98B5ED5e,3,249,747,"[6878, 8055, 4867]"
0x039039956cC0a12813A2acd7ED1059F6131D8E27,3,249,747,"[4369, 4615, 5164]"
0x6610a145F6F12C27187986CA0E80Df4890A38C19,3,249,747,"[1484, 4123, 7029]"
0x2Bf69AA570461676D11815590f2C2b67cCaCe61A,3,249,747,"[2584, 4254, 3569]"
0x8a6e43f837883044E1149D95dc5cc5Eb72333b81,3,249,747,"[5333, 5698, 801]"
0xb84aa3f86180b59c28b452f6800Ae7C575Ec9A41,3,249,747,"[6885, 2416, 1124]"
0x685371F19108421Bb4c2E0157bd856076CE178a2,3,249,747,"[4646, 3580, 2336]"
0x2AD85312626F087b958551Df43aeffd8684ba19E,3,249,747,"[3837, 8720, 4564]"
0xD9aE9c37B3ec30486996f86ED7052C62C9dC6eA8,3,249,747,"[5536, 5195, 7695]"
0xf6085a9943198479D001E0477967b29f4dD94280,3,249,747,"[6454, 8743, 745]"
0xC934719E9D52872e2919AD7e6e696828c4BCd959,3,249,747,"[6465, 2271, 7736]"
0x143d7bc3CDEFefC52F6Ff6a191c400Db50b945b7,3,249,747,"[5626, 5957, 2898]"
0x77E23a90F9d38360275f1A2E53BB81ABae3f0d76,3,249,747,"[2232, 975, 7050]"
0xAd65340416De048374bC6F7366344D0Bc7f8F2C3,3,249,747,"[8008, 8775, 2454]"
0xF347dA69Cc8134556B23A01178a048918a37D584,3,249,747,"[8754, 6012, 5218]"
0xfd34b0c51B4D757b5951CF7ee9e3a5985606c2a8,3,249,747,"[3121, 6947, 3625]"
0x6271950D144443562AC6ac1164e9e9aF103fA6f9,2,299,598,"[1452, 8385]"
0xCC3cDbB4B56239a89F509EAa507a39CA0f7d74B9,2,299,598,"[5878, 1577]"
0xda1588F9cD46DC944C719F6B36FB4F2c3EbaeABC,2,299,598,"[3022, 2164]"
0xaBBAD3700d96997c1F13a19Cd0b4cEF60f559600,2,299,598,"[3077, 2565]"
0x532C600060528f385De7C1b8aFc0Df669FDf650D,2,299,598,"[4934, 6302]"
0x674501113c491B3A573425D224b555E47EC7eFB0,2,299,598,"[2463, 1221]"
0xd60e3a11d23D52353Cf48eb328e7853679b7B746,2,299,598,"[4899, 5184]"
0x3d6E2E430bB02B24E542f082f63B09b520eAe7b2,2,299,598,"[4125, 824]"
0xb70877A2391eFc8257514Dcc9bFA22aEcFCB9776,2,299,598,"[6812, 7928]"
0x3F2acA195E944a72732491b338C0c6b7D49d2392,2,299,598,"[2327, 3231]"
0xc4C52dC841fAE8B44759BAB72C7a36a9E6554cC9,2,299,598,"[1860, 6076]"
0x23B6676274Ae200C1E2202a420CbF534D21C8BA9,2,299,598,"[4603, 3270]"
0xc1F28E6B10Ffd8332d0FA830C2f1C5FbfBaA1296,2,299,598,"[513, 1773]"
0x24378Fc41BEE0E0755Ab0e261b83ccb384668cC2,2,299,598,"[4250, 6468]"
0x1A6e64a7ceE8987D14F678456162619390D64a95,2,274,548,"[2042, 810]"
0x3715531f505C1aD387868b2379A246403567B043,2,249,498,"[580, 8220]"
0xE07355a6aa9B91a29eE66Ed939dECeecd7c238e3,2,249,498,"[3134, 5702]"
0xA683e6AeB92fE3Fba68DB0f8dDD9028e77276e0e,2,249,498,"[8383, 800]"
0xd602edB6896cFa789127aeDac5073065BA397527,2,249,498,"[3519, 2340]"
0xCddEa4CF5f19390f673b47db62dCF8A0A292FF84,2,249,498,"[5421, 2337]"
0x21dCC181a797B3d5aE98EFA9d8079D040Fc3f169,2,249,498,"[7238, 5580]"
0x1339d350148Fc32725d7050aeC648A7f41da82BE,2,249,498,"[6042, 3253]"
0xbA2119937a685cEE9F0eE59B779f3C0b83808159,2,249,498,"[3073, 8770]"
0x6c9F9489A7705bd90658d3Ed99ccbf37BE450Af8,2,249,498,"[5932, 2303]"
0xCF67A7edC336a16f5c9cF064AA89E8d0748e6485,2,249,498,"[2914, 4624]"
0xeb8018E38E5Ecf186D8C0611b1c35F667f03DC35,2,249,498,"[8513, 107]"
0xFaD29d4689ad0A38E868D376B49B6196b465f965,2,249,498,"[3478, 7974]"
0xD4049769e35be1967A36C487Ef2b19A48eEB66C8,2,249,498,"[3230, 6889]"
0x9b7b570C08f767e179808E1F5E6e67BAa49CB252,2,249,498,"[8159, 7662]"
0x1707E251C00928BA91DB6A87B8EcBBCf2Ec617e6,2,249,498,"[4578, 3685]"
0x1d956f488A3C2B2bD3459f23E55A66C849c16584,2,249,498,"[3211, 4256]"
0x64E230C5eAC11a185839A79Ed116c542140603C3,2,249,498,"[5867, 374]"
0x90dcBF1FA468F6720c3227a0D86E839bb824a8ed,2,249,498,"[8373, 5423]"
0xd70800B3c904291d258e659afcc9a4A8C2660633,2,249,498,"[3380, 8756]"
0xC854b0Ad3b383ccF53c11C2F4efeDd9c5a650DfD,2,249,498,"[7929, 4315]"
0x062F95282A797c49F0994699c2c96AE566293e0C,2,249,498,"[894, 3849]"
0x85dac56352eF535EA9bD9Ce8e59F673DD921E777,2,249,498,"[6212, 4649]"
0x51828Eb05D12A2C71Cb82eaB59ca0BC33ccd2E81,2,249,498,"[3676, 2092]"
0xEB0a85184F23D325593a5dF0DB3b82E823b52ff3,2,249,498,"[3779, 412]"
0x2277D2967454CafE917d355aF50930B9e4aC4b66,2,249,498,"[1467, 7421]"
0xcb366C9E442c1717Ea7904e0b5DdC45E2A45FA6d,2,249,498,"[301, 4939]"
0x03f60667b922Ca64f68034FB5819E84aAeD5D6B7,3,249,747,"[7793, 5356, 1540]"
0x5892a611691Cc9e8fAFf1f1B6fBD29CF16A5f6EF,2,249,498,"[3491, 6243]"
0x8dA35A527Bc8B60345D907C48eB35045679C7F0b,2,249,498,"[3368, 1050]"
0xf1dAfb4B3aBB5986e9A4DaFEAe1C70ada3055E76,2,249,498,"[4723, 399]"
0x89DAa25502E78067EE7e05d2c0a4b9399c6698B2,2,249,498,"[375, 8787]"
0x7C09aE96e179F3fb89B105c1B567c40C50F3ad58,2,249,498,"[7008, 4453]"
0x442e07dAfe7A5b0B55dC364582A0A3419d834e6E,2,249,498,"[4226, 3156]"
0x5496f5795f8e8Fd1eAE02d25CBB56dDf6302A664,2,249,498,"[4794, 8832]"
0xb1aD5DB955E6f921b6b41e36FF44c34a0cB7d36f,2,249,498,"[8043, 1755]"
0xC8b901C52AAAd0e24395510dF3F089003c371a82,2,249,498,"[2305, 1272]"
0xB7B867C050c2E9750E7c82c4d5e6519a1ABEC378,2,249,498,"[3301, 6374]"
0x7117EeF0D46F88712b6f08DE9f591C8280F00b21,2,249,498,"[3510, 2953]"
0xaf7847764C26C55150Df88122F8B25F9f3fE2Ea7,2,249,498,"[6321, 5933]"
0xa5edcC2F39f8961FBf13cA7Fbbddf4182882039B,2,249,498,"[104, 4637]"
0xD613B3e4B44990A088862691ff017730601ab9f4,2,249,498,"[7183, 5529]"
0xB1E76c5061075c8a59c59724E76f957437D7E02b,2,249,498,"[585, 7006]"
0x53C4bDf99890D71B6AD8A00f343F408E10dc7a16,2,249,498,"[3170, 255]"
0x45F92786b61CC96534f8af76112948397e2ED00e,2,249,498,"[2509, 4618]"
0x7a6Ab5003114E9FA51393EAb080975bDa5104AEF,2,249,498,"[7958, 7655]"
0x59547Bf4F7803A4d14ef1F28FbA7d464e884DC9c,2,249,498,"[1724, 2339]"
0x63dd6713616C5eD7F5adC98d9979a330637785bd,2,249,498,"[2947, 1384]"
0x24d81cdf3043E7d4c45cd3056A183eC4f78A6ec6,2,249,498,"[1051, 746]"
0x1F738d5E9db9fBFdbE6942F62B938A9D79Ee661d,2,249,498,"[4247, 2154]"
